StdInChIKey,SMILES,Train_test,LogS,MW,MP,Volume,G_solv,solv_dip,LsoluHsolv,LsolvHsolu,DeltaG_sol,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,,,,,,,,,,,,,,N_atoms,Area1,Area2,Area3,Asp1,Asp2,Asp3,No_regions,Tot_charge,Neg_charge,Pos_charge,Big_area,Big_charge,Big_std
REFJWTPEDVJJIY-UHFFFAOYSA-N,OC1=CC(O)=C2C(=O)C(O)=C(OC2=C1)C1=CC=C(O)C(O)=C1,Train,-0.878291949,302.24,310.75,186.201,-1104.057521,0.7246,0.17484,0.1889,-0.015067,477.5503235,-4.76111,0.74856,-0.73888,0.53833,-4.76111,,,,,,,,,,,,,,32,7898.5,12721.5,25037,0.269565217,0.428571466,0.61907721,10,95.34868551,-111.5865271,206.9352126,1452,0.055140906,0.025814751
REQGKPUCIBDMFW-OUKQBFOZSA-N,CCCCCCC\C=C\C(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,Train,-1.37873342,450.624,129.5,411.387,-1420.753129,12.704,0.20992,0.15503,-0.023656,884.8341675,-1.31815,-5.91599,-0.68801,0.84126,-3.45317,,,,,,,,,,,,,,71,18414,31826,38367.5,0.31660712,0.499150712,0.602956796,3,-121.5295517,-440.8207738,319.2912221,9981,0.031845806,0.007633672
RFMMMVDNIPUKGG-YFKPBYRVSA-N,[H][C@@](CCC(O)=O)(NC(C)=O)C(O)=O,Train,-1.954628378,189.168,199,112.03,-704.199284,2.2074,0.22853,0.24174,-0.021317,395.285553,-3.424,0.37734,-0.76759,0.83219,-4.08102,,,,,,,,,,,,,,24,11314,12021.5,15829,0.564436461,0.6420633,0.859112607,8,60.96694814,-186.7519875,247.7189357,5157,0.042460978,0.020233497
RGDPZMQZWZMONQ-UHFFFAOYSA-N,CC(=O)NC1=CC=CC(=C1)C(O)=O,Train,-1.657577319,179.175,246.25,119.147,-628.752126,7.6854,0.19344,0.21454,-0.017183,374.3130798,-2.04517,-0.18228,-0.76962,0.81415,-2.66758,,,,,,,,,,,,,,22,7679.5,10799.5,17279,0.390374332,0.514285714,0.838365424,5,16.9457836,-229.1875437,246.1333273,5267,0.040619956,0.019647721
RHTVQEPJVKUMPI-UHFFFAOYSA-N,O=N(=O)C1=CC=C(NC2=CC=CC=C2)C(=C1)N(=O)=O,Train,-0.943035544,259.221,156.5,168.568,-927.541687,10.0775,0.14518,0.21504,-0.018074,445.4837646,-1.6388,-1.38481,-0.56952,0.49606,-1.21813,,,,,,,,,,,,,,28,10069,15485,20045.5,0.477014833,0.587694001,0.829388822,4,97.7926315,-251.9350103,349.7276418,8301,0.041845962,0.02113154
RIOQSEWOXXDEQQ-UHFFFAOYSA-N,C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,Train,0.080083531,262.291,79.5,207.211,-1036.104005,2.0386,0.22521,0.1923,-0.006914,504.4143677,0,-4.6591,-0.36328,0.86856,0.86856,,,,,,,,,,,,,,34,15723,15726.5,19955,0.566137566,0.603408114,0.912477928,7,-21.33897548,-90.91668648,69.577711,3349,-0.0262199,0.005323754
RITAVMQDGBJQJZ-FMIVXFBMSA-N,CNC(=O)C1=CC=CC=C1SC1=CC=C2C(NN=C2\C=C\C2=NC=CC=C2)=C1,Test,-2.587123653,386.477,224.5,240.742,-1541.358017,7.6736,0.18603,0.18357,-0.022233,681.3978882,-0.68496,-2.83565,-0.68496,0.67566,-2.14553,,,,,,,,,,,,,,46,12355.5,27182.5,29698.5,0.382262997,0.423976719,0.927615519,6,-45.9242301,-343.2857937,297.3615636,4362,-0.049861465,0.024157875
RJFKAACXQHIYTD-UHFFFAOYSA-N,CCCCCCCCC(O)CC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,Train,-1.759393273,482.666,120,412.326,-1536.466137,5.384,0.22863,0.15198,-0.02136,916.5562744,-2.14819,-6.31265,-0.79715,0.83645,-4.2826,,,,,,,,,,,,,,77,21768.5,30637,42198,0.292432726,0.451818997,0.976070364,5,-179.3155352,-418.0720691,238.756534,9337,-0.044775845,0.017472185
RJKGJBPXVHTNJL-UHFFFAOYSA-N,O=N(=O)C1=CC=CC2=C1C=CC=C2,Train,0.775650381,173.171,57.35,106.265,-590.305511,6.7837,0.15197,0.2206,-0.008852,344.7341003,-0.81893,-1.52516,-0.41192,0.49754,-0.32139,,,,,,,,,,,,,,20,8068,9188,16182.5,0.435747217,0.478852996,0.961722548,2,30.25897417,-142.7788913,173.0378654,5008,0.034552289,0.008480894
RJNJWHFSKNJCTB-UHFFFAOYSA-N,NC(=O)NCC1=CC=CC=C1,Train,-0.685250406,150.18,148,121.971,-495.526452,5.3952,0.23285,0.22271,-0.015371,356.5081177,-0.73906,-0.74897,-0.90278,0.8008,-2.32594,,,,,,,,,,,,,,21,7903,12497.5,14303.5,0.519452634,0.626286631,0.842597666,4,42.38857919,-139.8492048,182.237784,4572,0.039644483,0.020176274
RLMGYIOTPQVQJR-PHDIDXHHSA-N,O[C@@H]1CCC[C@@H](O)C1,Train,-0.167429512,116.16,116.25,101.87,-386.183038,3.4127,0.25189,0.24208,-0.010094,294.4559326,-1.61701,-1.8187,-0.811,0.50874,-1.61701,,,,,,,,,,,,,,20,8308.5,9427.5,11025.5,0.691729323,0.976343073,0.999270909,4,-16.7665846,-114.6960344,97.9294498,2693,-0.042590432,0.013819391
RMBFBMJGBANMMK-UHFFFAOYSA-N,CC1=CC=C(C=C1N(=O)=O)N(=O)=O,Train,0.547763067,182.136,70.015,96.741,-680.507679,6.9073,0.13272,0.28123,-0.012523,343.7945862,-1.57449,-1.10688,-0.70951,0.5036,-0.56762,,,,,,,,,,,,,,19,7601.5,9259.5,15635.5,0.447204969,0.540740741,0.796029831,3,122.9610168,-162.7689231,285.7299399,7450,0.038353012,0.011152481
RRGUKTPIGVIEKM-UHFFFAOYSA-N,O=C1CCC2=CC(OCCCCC3=NN=NN3C3CCCCC3)=CC=C2N1,Train,-1.699519292,369.467,158.5,281.305,-1202.257664,7.3684,0.22761,0.18844,-0.025491,681.401123,-1.24395,-4.37743,-0.69047,0.69589,-2.64586,,,,,,,,,,,,,,54,13997,26351,27078.5,0.403883139,0.506370726,0.814122846,5,286.7882368,-313.7770778,600.5653145,14807,0.035846246,0.01227697
RSQSQJNRHICNNH-NFMPGMCNSA-N,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@@]3(C)[C@@H](O)CC[C@@]21OC3=O,Train,-0.029194105,332.397,204.99,227.582,-1114.293733,3.4031,0.23595,0.22214,-0.018181,512.2836914,-3.34782,-3.34767,-0.79707,0.84719,-3.34782,,,,,,,,,,,,,,48,14398.5,18475,20959,0.621596047,0.879347179,0.903511117,8,-11.72829201,-193.7483822,182.0200902,4012,0.034077505,0.017468377
RTNLUFLDZOAXIC-UHFFFAOYSA-N,ClC1=C(Cl)C2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2C(Cl)=C1Cl,Train,-2.004035333,403.734,197.75,207.662,-4062.567792,0,0.14993,0.2222,-0.003817,453.9396973,0,-0.57943,-0.07851,0.07677,0.57946,,,,,,,,,,,,,,18,11672.5,13567.5,22148,0.47027027,0.554140127,0.821621622,10,63.00736647,0,63.00736647,1012,0.024166003,0.003141735
RWTQCZGAMKTBRV-PTHRTHQKSA-N,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CCCC,Train,-1.558874652,470.78,91.9,409.177,-1401.730871,2.9786,0.25238,0.20924,-0.008524,864.6365356,-1.21723,-11.70713,-0.68816,0.84024,-1.21723,,,,,,,,,,,,,,88,12397.5,36469,39961.5,0.271505083,0.300610241,0.870457828,6,-88.82416455,-99.48759561,10.66343105,1775,-0.049581553,0.015859461
RYFIDGIWTNANMO-DIVCQZSQSA-N,O[C@@]1(C2=CC=CC=C2)C2=C(C=CC=C2)[C@@](O)(C2=CC=CC=C2)C2=C1C=CC=C2,Train,-2.163690796,364.444,263,265.021,-1152.963733,3.2474,0.22122,0.21064,-0.013194,593.9909668,-1.54251,-4.0472,-0.77153,0.51037,-1.54251,,,,,,,,,,,,,,48,15610.5,23153.5,24605.5,0.515062247,0.677137019,0.905813932,11,-55.28696932,-201.7109289,146.4239595,3607,0.033492873,0.012961016
RYYVLZVUVIJVGH-UHFFFAOYSA-N,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,Test,-1.214386967,194.193,236.07,122.132,-680.266746,5.4314,0.21104,0.20422,-0.014689,371.5593567,-1.354,0.65437,-0.68723,0.83991,-3.21752,,,,,,,,,,,,,,24,8695.5,9868.5,16756,0.451219512,0.517482521,0.887351781,8,-4.425992485,-165.6762845,161.250292,3785,0.041184488,0.012640343
RZEKVGVHFLEQIL-UHFFFAOYSA-N,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,Train,0.23155772,381.378,160.775,206.822,-1668.427046,4.467,0.18464,0.2233,-0.017316,606.7954712,-1.93699,-1.74465,-1.12149,2.29055,-2.32143,,,,,,,,,,,,,,40,16915,17989,25736.5,0.440751076,0.474560503,0.936547684,4,86.64407621,-251.7954109,338.4394872,5630,0.036293559,0.016943462
RZVAJINKPMORJF-UHFFFAOYSA-N,CC(=O)NC1=CC=C(O)C=C1,Train,-0.285320521,151.165,168.7,106.962,-515.39724,3.3153,0.23588,0.18736,-0.015277,342.8618469,-1.41986,-0.75818,-0.76822,0.68281,-2.03962,,,,,,,,,,,,,,20,6271,10601.5,15395.5,0.403314917,0.62250639,0.638338673,5,57.48439025,-148.0879394,205.5723296,3756,0.038278558,0.018933192
SDACGHLXIUCCIC-ONEGZZNKSA-N,CC1(C)CC(\C=C\C2=CC=C(O)C=C2)=C/C(C1)=C(/C#N)C#N,Train,-0.154774845,290.365,210,225.764,-919.320744,13.4538,0.14456,0.19497,-0.020488,569.5474854,-0.70901,-3.36776,-0.70901,0.52764,-1.47559,,,,,,,,,,,,,,40,12223,17759.5,27178,0.377346537,0.579560392,0.628834006,5,157.1763396,-277.2710945,434.4474341,6507,0.036370848,0.010240444
SFJYTMIHHKWPPF-UHFFFAOYSA-N,OCCOC1=C2C=CC=CC2=C(OCCO)C(=C1)P1(=O)OC2=C(C=CC=C2)C2=C1C=CC=C2,Train,-2.770184797,462.439,205,336.608,-1797.031897,10.1469,0.19405,0.17969,-0.027858,700.3533936,-4.64787,-3.82012,-1.10512,2.2493,-2.39857,,,,,,,,,,,,,,56,22179,23047,30108.5,0.697370077,0.804404466,0.877790854,5,-102.2484149,-463.7914888,361.5430739,8691,-0.051978252,0.02598355
SKAADKSETAYKGL-UHFFFAOYSA-N,CN(C(N)=O)C1=CC=CC=C1,Train,0.29173523,150.18,81.2,119.062,-495.51375,5.773,0.24096,0.20081,-0.015452,344.2897949,-0.73222,-0.74593,-0.89831,0.81609,-2.1475,,,,,,,,,,,,,,21,8314.5,11506,14176.5,0.499058856,0.65412868,0.771929825,4,-4.806676334,-189.652444,184.8457677,4572,0.03971142,0.014277713
SKHNBBWSAZARMN-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)OCCCCOP(O)(=O)OCCN,Train,-2.956637714,479.638,194.5,439.566,-1791.66792,2.9685,0.24015,0.2312,-0.023709,1035.227539,-5.11066,-8.96718,-1.12757,2.60583,-3.4533,,,,,,,,,,,,,,82,10084,41240.5,43640.5,0.167808219,0.208899078,0.83673468,8,30.4942896,-251.8707138,282.3650034,4706,0.034885044,0.019105033
SKRVQRQCLHCKBW-UHFFFAOYSA-N,CCCOCN1C(=O)C2=C(C=CC=C2)C1=O,Train,0.057020215,219.24,52.5,160.752,-745.407258,4.7045,0.16075,0.24949,-0.012199,443.1848755,-1.79209,-0.86138,-0.69279,0.71859,-2.33157,,,,,,,,,,,,,,29,11010.5,14842.5,18484.5,0.51924387,0.62084673,0.843900451,7,-45.72836454,-177.1820365,131.4536719,3279,0.03459961,0.008081786
SKZKKFZAGNVIMN-UHFFFAOYSA-N,NC(=O)C1=CC=CC=C1O,Test,0.242728476,137.138,140,101.377,-476.119079,6.1573,0.19793,0.20875,-0.013394,300.9780273,-1.44718,-0.16452,-0.83174,0.67174,-2.27892,,,,,,,,,,,,,,17,6392.5,8156.5,13710,0.4,0.516393443,0.822545735,2,37.61491419,-137.1387934,174.7537075,3851,0.045378787,0.021333926
SLAMLWHELXOEJZ-UHFFFAOYSA-N,OC(=O)C1=CC=CC=C1N(=O)=O,Test,0.406536563,167.121,146.5,96.06,-625.268922,7.8513,0.15114,0.26277,-0.014135,325.6149597,-2.09894,-0.04261,-0.70915,0.81944,-1.59413,,,,,,,,,,,,,,17,8299,8932.5,14137.5,0.564671894,0.590459743,0.994856877,2,28.19068899,-210.3989081,238.5895971,5665,0.042116434,0.015395778
SLGDDCQUASJOKM-UHFFFAOYSA-N,O=C(NC1=CN=C(NC(=O)C2=CC=CC=C2)C=C1)C1=CC=CC=C1,Test,-2.200504401,317.347,228,190.86,-1047.600778,4.0127,0.19263,0.20035,-0.022603,588.4608154,-1.31758,-1.20786,-0.66428,0.69012,-3.05123,,,,,,,,,,,,,,39,9410,23612.5,26090,0.351240896,0.354871827,0.906684251,4,24.44464698,-286.6389315,311.0835785,4288,0.037617446,0.015389005
SLKHRJWWFSTBJC-AXTSPUMRSA-N,Cl[C@H]1[C@H](Cl)[C@@H](Cl)C2=CC=CC=C2[C@@H]1Cl,Test,-0.250914279,269.986,133,167.12,-2226.580964,4.5971,0.20057,0.24902,-0.008573,401.2521362,0,-2.01171,-0.26401,0.30462,-0.24625,,,,,,,,,,,,,,22,10710.5,11536.5,18563.5,0.530064726,0.552806095,0.829514561,2,132.6689739,-68.84322667,201.5122006,5823,0.034606251,0.008297852
SLSUKCXXFCZYMJ-UHFFFAOYSA-N,CSCC12CSCC(C1)C(C)=CC2=O,Train,0.058657723,228.379,74.5,175.692,-1300.220929,8.6925,0.19397,0.18933,-0.014114,419.0613403,-0.61328,-3.92322,-0.83555,0.56975,-0.28208,,,,,,,,,,,,,,30,10229.5,15339,16685.5,0.525252525,0.602451335,0.867768595,2,38.40199416,-257.273961,295.6759552,8518,0.034711899,0.00862468
SMNDYUVBFMFKNZ-UHFFFAOYSA-N,OC(=O)C1=CC=CO1,Train,0.444349871,112.085,130,70.152,-418.570118,3.071,0.19516,0.23066,-0.009652,264.9962769,-1.80077,0.4673,-0.71395,0.76597,-1.80077,,,,,,,,,,,,,,12,5366,7297,11066,0.439716312,0.58490566,0.729741138,4,12.89962789,-108.3345785,121.2342064,2500,0.034311687,0.008386132
SNNRJYFQCCUBLH-UHFFFAOYSA-N,CCCCCCC(O)CC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,Train,-1.32820329,454.613,134,331.494,-1457.889012,5.5247,0.22854,0.1519,-0.021144,854.0366821,-2.14794,-5.39255,-0.79735,0.83611,-4.28193,,,,,,,,,,,,,,71,20778.5,27375,38866.5,0.313617934,0.469751633,0.922877979,5,-175.6832149,-416.7547258,241.0715109,9312,-0.044754588,0.017204219
SNVIFSLTSRZQIN-UHFFFAOYSA-N,CC(=O)N(C1CCCCC1)C1=CC=CC=C1,Train,0.433770301,217.311,70,172.568,-674.701109,5.3099,0.22593,0.21662,-0.008716,448.7297668,-0.69979,-3.54998,-0.77288,0.70331,-1.19916,,,,,,,,,,,,,,35,11082.5,16553.5,17349.5,0.582747573,0.693415434,0.821428555,4,-2.553149372,-113.684134,111.1309846,3834,0.028258734,0.004391027
SPSSULHKWOKEEL-UHFFFAOYSA-N,CC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,Train,0.579982105,227.133,80.8,142.14,-885.005005,2.0278,0.11358,0.29577,-0.015129,378.0825806,-2.2432,-0.73106,-0.71355,0.50574,-0.72822,,,,,,,,,,,,,,21,9364,10031.5,17242.5,0.472049684,0.472206305,0.911414933,4,220.5311112,-104.759247,325.2903582,7521,0.043250945,0.011131261
STFUKMOFLHNGMB-UHFFFAOYSA-N,CCCCCCCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,Test,-1.274455393,438.613,126,328.515,-1382.666065,12.8069,0.22836,0.15707,-0.021893,857.1419678,-1.3078,-5.9217,-0.68804,0.84208,-3.45181,,,,,,,,,,,,,,70,18363,29103.5,36590.5,0.294515231,0.518939361,0.536231884,2,-62.35214848,-412.2252839,349.8731354,10837,0.032285054,0.007679393
SYIOCCMYRHBPIF-UHFFFAOYSA-N,CC1=CC(C)=C(C=C1)C(C1=C(C)C=C(C)C=C1)C(Cl)(Cl)Cl,Train,-0.329535164,341.708,109,255.522,-2077.709255,3.6321,0.20576,0.20853,-0.006099,547.4406128,0,-4.84164,-0.70731,0.29346,0.06963,,,,,,,,,,,,,,40,14288.5,19629.5,22163.5,0.613721382,0.687713974,0.974428009,10,-74.38819456,-137.9526923,63.56449772,4202,-0.026646854,0.003422126
SZTDSGCADFWGKM-UHFFFAOYSA-N,OCCCP(=O)(CCCO)CCCO,Train,-1.864985102,224.237,109,157.926,-997.654792,7.3214,0.24561,0.23152,-0.028579,480.2537231,-3.57809,-4.35866,-1.15822,1.97969,-1.5984,,,,,,,,,,,,,,35,11912.5,16233.5,19384,0.449339207,0.627877616,0.999999914,3,83.56526783,-307.492931,391.0581988,10780,0.036276271,0.013642543
SZYVPWPBRABKAB-UHFFFAOYSA-N,OC1=CC(Br)=C(C=C1)N(=O)=O,Train,-1.915224565,218.007,130.25,160.685,-3083.060222,7.6559,0.15391,0.24479,-0.012648,320.563324,-1.51672,-0.48748,-0.68997,0.53403,-0.8831,,,,,,,,,,,,,,15,7173.5,8148.5,14510.5,0.455782313,0.505306859,0.870748299,4,44.59736015,-152.3935905,196.9909507,3287,-0.046362516,0.013968143
TUNFSRHWOTWDNC-UHFFFAOYSA-N,CCCCCCCCCCCCCC(O)=O,Train,-0.262381779,228.375,54.05,230.868,-700.529813,2.1135,0.2519,0.26114,-0.008521,583.0217285,-1.37971,-5.51086,-0.7292,0.8316,-1.37971,,,,,,,,,,,,,,44,16659,17684.5,23895.5,0.269671551,0.279245283,0.290196053,5,-14.16305782,-83.29007957,69.12702176,1629,-0.046152929,0.012932857
TUXYZHVUPGXXQG-UHFFFAOYSA-N,OC(=O)C1=CC=C(Br)C=C1,Train,-0.30364119,201.019,252,125.454,-2991.906144,1.8978,0.18301,0.23777,-0.007966,319.9890747,-1.3649,-0.3355,-0.7219,0.81261,-1.2914,,,,,,,,,,,,,,15,5871,9624.5,14330.5,0.379310345,0.570175439,0.637931059,5,42.29843514,-60.20438708,102.5028222,1412,-0.042637668,0.010643523
TWMZHJMQNOMUGB-IBGZPJMESA-N,[H][C@](O)(C(=O)NCCC(=O)NCCSC(=O)C1=CC=CC2=C1C=CC=C2)C(C)(C)CO,Train,-1.459936021,432.541,106.5,330.105,-1738.726077,4.2754,0.17743,0.20873,-0.026015,753.5310059,-3.6041,-3.35572,-0.8036,0.68818,-4.65554,,,,,,,,,,,,,,58,13613.5,28113,33681.5,0.348812812,0.419491885,0.942863628,11,91.55906147,-271.7919471,363.3510085,5623,0.040524303,0.01854061
TYMLOMAKGOJONV-UHFFFAOYSA-N,NC1=CC=C(C=C1)N(=O)=O,Test,0.304933209,138.126,147.5,92.493,-492.061929,11.3747,0.16954,0.21026,-0.015622,303.7363892,-0.90496,-0.73261,-0.80908,0.48416,-1.22988,,,,,,,,,,,,,,16,5790.5,8250.5,13652,0.4,0.548672566,0.716129032,2,41.97675055,-213.3354877,255.3122382,4810,0.053079467,0.025220849
TZBJGXHYKVUXJN-UHFFFAOYSA-N,OC1=CC=C(C=C1)C1=COC2=CC(O)=CC(O)=C2C1=O,Train,-1.169035538,270.241,296,147.244,-953.610654,2.7695,0.18789,0.19508,-0.017006,461.8568726,-3.2778,-0.1263,-0.7217,0.53622,-3.2778,,,,,,,,,,,,,,30,8482,15777.5,22192.5,0.361512217,0.521845276,0.622467823,7,34.29435458,-175.739342,210.0336966,4364,-0.037606032,0.01209907
UATJOMSPNYCXIX-UHFFFAOYSA-N,O=N(=O)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O,Test,0.337934939,213.106,122.25,103.608,-845.722216,0.002,0.10613,0.31597,-0.015597,357.7301636,-2.25512,-0.2121,-0.37592,0.50611,-0.73686,,,,,,,,,,,,,,18,8563,8595.5,16865,0.389937107,0.389937107,0.914051166,4,224.1193069,-97.55176311,321.67107,6605,0.048701146,0.01190106
UBEZGTUPVRSCCP-UHFFFAOYSA-N,CN(C)C1=CC=C(NC(=O)N(C=O)C2=CC=C(C=C2)N(C)C)C=C1,Train,-1.684379381,326.398,153.25,267.045,-1068.361305,11.005,0.23234,0.16111,-0.019051,611.9753418,-1.333,-2.08972,-0.68762,0.83749,-3.45457,,,,,,,,,,,,,,46,13764,19425.5,26354,0.431906615,0.62752563,0.662650602,5,10.95037055,-308.1901144,319.1404849,6199,0.030659299,0.006756208
UBIJTWDKTYCPMQ-UHFFFAOYSA-N,ClP1(Cl)=NP(Cl)(Cl)=NP(Cl)(Cl)=N1,Train,-0.423567349,347.659,113,164.239,-3949.670228,0.0024,0.15526,0.28422,-0.006406,414.7346497,0,0,-1.43491,1.82305,2.22E-16,,,,,,,,,,,,,,12,12256,13297.5,13368,0.797101449,0.810218978,0.930698341,11,21.95060944,-23.13413782,45.08474726,455,0.036644477,0.01161973
UCAHGXFXBRSTPX-UHFFFAOYSA-N,O=N(=O)C1=CC=C(OC2=C(C=C(C=C2N(=O)=O)N(=O)=O)N(=O)=O)C(=C1)N(=O)=O,Train,-0.401133386,395.199,210,222.098,-1560.916207,6.8093,0.09479,0.28347,-0.028887,546.4231567,-4.21478,0.15574,-0.47059,0.50973,-1.68034,,,,,,,,,,,,,,33,14002,20507,21829.5,0.604339818,0.665997296,0.99473695,6,426.46148,-180.9129361,607.3744161,11380,0.053372093,0.022515505
UCNVFOCBFJOQAL-UHFFFAOYSA-N,Cl\C(Cl)=C(/C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,Train,-0.011106395,318.03,88.75,189.05,-2378.969173,0.1463,0.19341,0.21264,-0.006077,493.0605469,0,-2.20492,-0.24951,0.26928,0.07694,,,,,,,,,,,,,,26,12019.5,17318,20416,0.467049336,0.668874172,0.672811014,2,165.3332945,0,165.3332945,2740,0.030420094,0.005207356
UERPUZBSSSAZJE-UHFFFAOYSA-N,ClC1=C2C(=O)OC(=O)C2=CC=C1,Test,0.469946158,182.563,125,105.131,-992.515963,8.0096,0.14063,0.26605,-0.012238,322.2704163,-1.64588,0.75716,-0.55356,0.82262,-1.59204,,,,,,,,,,,,,,15,7885,8514.5,14663,0.409090909,0.418918954,0.959165165,2,82.69267573,-174.9065931,257.5992688,6404,0.040166944,0.013151741
UFBJCMHMOXMLKC-UHFFFAOYSA-N,OC1=CC=C(C=C1N(=O)=O)N(=O)=O,Train,0.184891445,184.108,112.5,108.247,-716.444734,4.9609,0.11941,0.26626,-0.012501,327.2171326,-2.27986,-0.15085,-0.66641,0.5406,-1.27256,,,,,,,,,,,,,,17,7094,8715,15149,0.382716074,0.459259259,0.901452722,3,126.5061073,-127.3745149,253.8806221,6519,0.038944719,0.010467505
UFWIBTONFRDIAS-UHFFFAOYSA-N,C1=CC2=CC=CC=C2C=C1,Train,0.470144966,128.174,80.2,103.53,-385.794484,0,0.20909,0.19505,-0.003922,309.2881775,0,-2.00512,-0.24778,0.25227,0,,,,,,,,,,,,,,18,6359,8056,14282.5,0.410596026,0.504065041,0.806666729,8,-1.368938148,-52.03079747,50.66185933,1144,-0.023586474,0.001545532
UGDXBXSNMVUDQD-FOCLMDBBSA-N,CCCCCCCCCC\C=C\C(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,Train,-3.841548882,492.705,122,405.389,-1538.62394,4.875,0.20115,0.15008,-0.017859,977.8248291,-1.36307,-7.26025,-0.688,0.83524,-3.49241,,,,,,,,,,,,,,80,22241.5,33942.5,44899.5,0.291453116,0.525286474,0.526970954,7,-212.4312977,-377.4364255,165.0051278,8542,-0.044185955,0.018022266
UHWJMXASZSKFEO-UHFFFAOYSA-N,O=N(=O)C1=CC(=C(NC2=CC=C(C=C2N(=O)=O)N(=O)=O)C=C1)N(=O)=O,Train,-1.11674556,349.216,199.375,212.04,-1336.572938,4.2687,0.10896,0.25131,-0.025651,517.9967651,-3.18404,-0.49675,-0.57866,0.50318,-1.75653,,,,,,,,,,,,,,32,11486,17335,25035,0.393561755,0.585062241,0.703448276,4,413.3928714,-226.7434433,640.1363148,12150,0.052686116,0.01761254
UIOBKSBTVLAPDR-DHDCSXOGSA-N,CCOC(=O)C1=C(C)NC(\C=C2/N=C(C)C(C(=O)OCC)=C/2C)=C1C,Train,-2.235825584,344.411,189,291.315,-1148.636921,1.9565,0.16279,0.1847,-0.01418,643.8050537,-2.45701,-2.73515,-0.72159,0.82593,-3.54653,,,,,,,,,,,,,,49,10312.5,19160.5,31432.5,0.236421723,0.470651789,0.487012987,14,-42.49761351,-161.3394105,118.841797,1655,-0.048845876,0.015955457
UJKWVVLRVCSFBB-HNNXBMFYSA-N,[H][C@](O)(C(=O)NCCC(=O)NCCSC(=O)C1=CC=CC=C1)C(C)(C)CO,Train,-0.883639862,382.481,116.5,297.55,-1585.126046,4.3138,0.18135,0.23009,-0.024581,691.8087769,-3.60898,-2.84231,-0.80361,0.68752,-4.66818,,,,,,,,,,,,,,52,11945.5,26904,29878.5,0.341540637,0.379492287,0.826818601,10,86.99715792,-253.7792254,340.7763833,5520,0.040258188,0.018524199
UJOBWOGCFQCDNV-UHFFFAOYSA-N,N1C2=C(C=CC=C2)C2=C1C=CC=C2,Train,-0.341620856,167.21,244,121.732,-517.35414,2.3545,0.2186,0.18317,-0.007716,359.0767212,0,-1.90524,-0.56036,0.45752,-0.56036,,,,,,,,,,,,,,22,6550,10010.5,17266,0.338797829,0.4921875,0.679704371,6,10.70423508,-90.58313862,101.2873737,2178,0.042779854,0.019165642
ULQISTXYYBZJSJ-QGZVFWFLSA-N,[H][C@@](O)(CCCCCC)CCCCCCCCCCC(O)=O,Train,-0.778848457,300.482,80.3,286.56,-932.901482,0.4727,0.25181,0.24225,-0.013204,717.3587646,-2.18311,-6.86775,-0.80337,0.83166,-2.18311,,,,,,,,,,,,,,57,7234.5,29750,31822,0.226455972,0.240025002,0.967557278,8,-17.34613573,-132.2158369,114.8697012,1596,-0.045158462,0.012814164
UMVOQQDNEYOJOK-UHFFFAOYSA-N,CC1=CC(=CC(C)=C1)C(O)=O,Train,-0.194784817,150.177,169,117.58,-499.355176,3.5373,0.19679,0.22593,-0.008419,350.262207,-1.37676,-1.44002,-0.72539,0.81316,-1.37676,,,,,,,,,,,,,,21,8701.5,8866.5,15538,0.490196078,0.4908158,0.904831875,5,5.929327376,-89.44150649,95.37083386,2165,0.024665612,0.003631251
UNTITLLXXOKDTB-UHFFFAOYSA-N,C1COCCOC2=C(OCCOCCOCCOC3=C(OCCO1)C=CC=C3)C=CC=C2,Train,-1.498936526,448.513,103.5,326.898,-1535.116176,0.0024,0.25664,0.17937,-0.026139,739.5759888,-4.63716,-2.74218,-0.61416,0.28024,-4.63716,,,,,,,,,,,,,,64,16165,26954,37402.5,0.360128617,0.516654723,0.687116564,10,-304.2261341,-488.6134165,184.3872824,5905,-0.04261973,0.019744401
