StdInChIKey,SMILES,Train_test,LogS,MW,MP,Volume,G_solv,DeltaG_sol,solv_dip,LsoluHsolv,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,,,,,,,,,,,,,,N_atoms,Area1,Area2,Area3,Asp1,Asp2,Asp3,No_regions,Tot_charge,Neg_charge,Pos_charge,Big_area,Big_charge,Big_std
JZUFKLXOESDKRF-UHFFFAOYSA-N,c1c(c(cc2c1NCNS2(=O)=O)S(=O)(=O)N)Cl,Test,-2.6939,297.7309,272,143.088,-1993.072265,-0.031404,12.5856,0.25021,0.28099,431.7575989,-3.85017,-1.09802,-1.12236,2.3207,-1.84682,,,,,,,,,,,,,,25,19046,26226,35994,0.551109097,0.718208268,0.80649571,5,89.5700617,-350.8427989,440.4128606,5533,0.063845515,0.02740011
KAESVJOAVNADME-UHFFFAOYSA-N,c1cc[nH]c1,Train,-0.17,67.0902,-23,71.352,-210.128246,-0.006578,2.5428,0.31777,0.24025,221.2260284,0,-0.89414,-0.5637,0.46177,-0.5637,,,,,,,,,,,,,,10,10428.5,10965,16622.5,0.561290323,0.586666667,0.974025974,3,19.32183937,-65.36628833,84.6881277,2010,0.042133397,0.018900685
KDYFGRWQOYBRFD-UHFFFAOYSA-N,C(CC(=O)O)C(=O)O,Train,-0.2,118.089,185,94.521,-456.921808,-0.021717,0.0009,0.29503,0.32243,281.1311035,-2.72289,0.49228,-0.7257,0.82837,-2.72289,,,,,,,,,,,,,,14,11276.5,16346.5,21858,0.502439024,0.658536535,0.75,3,110.0199306,-182.6442519,292.6641825,5194,0.056346589,0.024231064
KFIRODWJCYBBHY-UHFFFAOYSA-N,c1cc(c(c(c1)[N+](=O)[O-])C(=O)O)C(=O)O,Train,-1.00776,211.1306,211.5,139.377,-813.825668,-0.025957,12.4705,0.19772,0.32406,357.9763184,-3.37925,0.93258,-0.70744,0.83757,-2.87057,,,,,,,,,,,,,,20,18394.5,21144.5,30515,0.535707673,0.593487446,0.996710471,2,120.0127272,-311.2555246,431.2682518,6960,0.061963829,0.027163316
KFNNIILCVOLYIR-UHFFFAOYSA-N,CCCOC=O,Train,-0.49,88.106,-93,74.789,-307.627574,-0.006441,2.7894,0.30682,0.31992,266.1540527,-1.20629,-0.67238,-0.69381,0.65723,-1.20629,,,,,,,,,,,,,,14,11742.5,17128,18522.5,0.596944162,0.630655571,0.95732579,5,-13.79616162,-79.52356809,65.72740647,1626,-0.046933125,0.012419557
KFZMGEQAYNKOFK-UHFFFAOYSA-N,CC(C)O,Test,0.43,60.0956,-89.5,65.012,-194.291107,-0.006222,2.3504,0.31989,0.30159,227.4402924,-0.81438,-1.35861,-0.81438,0.50904,-0.81438,,,,,,,,,,,,,,12,11795,13504.5,15684,0.875272984,0.895910916,0.976050902,2,-5.658221092,-63.09056769,57.4323466,1750,0.032818484,0.015408949
KGVPNLBXJKTABS-UHFFFAOYSA-N,Cc1cc(no1)O,Train,-0.07,99.089,87,78.746,-360.543501,-0.009464,2.998,0.30198,0.2873,256.4689331,-1.04545,-0.29411,-0.74271,0.53351,-1.33358,,,,,,,,,,,,,,12,10529,15280.5,19303,0.528497409,0.736476891,0.754288349,4,19.679158,-109.4102398,129.0893978,3153,0.030160249,0.005884705
KHBQMWCZKVMBLN-UHFFFAOYSA-N,c1ccc(cc1)S(=O)(=O)N,Train,-1.56,157.1868,151.75,126.299,-836.114203,-0.014048,5.3204,0.26698,0.30197,322.3204956,-1.94812,-1.4523,-1.12873,2.29287,-0.78398,,,,,,,,,,,,,,17,14749,18155,25286,0.624418618,0.753623152,1,4,16.6430216,-162.0016584,178.64468,3295,0.030974039,0.005888647
KIEDNEWSYUYDSN-UHFFFAOYSA-N,CC1(C)CON(Cc2ccccc2Cl)C1=O,Train,-2.34,239.7011,25,207.89,-1130.899286,-0.011816,3.1056,0.28466,0.26032,439.1204224,-1.10579,-2.29472,-0.68461,0.69283,-1.29725,,,,,,,,,,,,,,30,21980.5,28426,35307.5,0.588449582,0.745376877,0.995744676,5,-5.0303511,-135.7397121,130.709361,2684,0.029688016,0.005988114
KIGQVWWOESIMBG-UHFFFAOYSA-N,O=C(O)CN(CCC#N)CCC#N,Train,0.46,181.1938,75.65,130.78,-626.046278,-0.03038,2.2215,0.2816,0.3149,397.626709,-1.36665,-0.55664,-0.72086,0.80826,-2.74377,,,,,,,,,,,,,,24,20833,24977,31055.5,0.544439005,0.785949928,0.987995275,4,375.8523474,-235.5738748,611.4262221,10073,0.060699516,0.016724833
KIWUVOGUEXMXSV-UHFFFAOYSA-N,C1C(=O)NC(=S)S1,Train,-1.77,133.1828,168.5,84.003,-1042.488738,-0.011944,3.3943,0.23198,0.27415,268.7313538,-0.60108,-0.12942,-0.69489,0.70685,-0.96987,,,,,,,,,,,,,,10,11750.5,15247.5,20333.5,0.552595668,0.672566386,0.779889275,3,87.20529269,-115.3126664,202.5179591,4282,0.04729518,0.015088368
KJONHKAYOJNZEC-UHFFFAOYSA-N,c1ccc(cc1)C1=NCC(=O)Nc2ccc(cc12)[N+](=O)[O-],Train,-3.79244,281.2702,225,138.834,-967.91943,-0.019903,2.2128,0.20451,0.28614,484.7434692,-1.4555,-1.09046,-0.6367,0.69692,-2.03761,,,,,,,,,,,,,,32,27984,29056.5,40842.5,0.574155325,0.598446698,0.920010876,3,162.8229729,-211.8086757,374.6316486,9610,0.038983522,0.017382682
KJVQYDYPDFFJMP-UHFFFAOYSA-N,Cc1csc(n1)NS(=O)(=O)c1ccc(cc1)N,Train,-2.909,269.3358,237,177.035,-1498.589968,-0.020976,10.7618,0.26993,0.25293,465.1863709,-1.93,-2.03831,-0.96522,2.31503,-1.41757,,,,,,,,,,,,,,28,25224,32201,32571,0.596136653,0.739130435,0.799843364,5,23.11526403,-262.9357543,286.0510183,4954,0.04759034,0.021000944
KMAQZIILEGKYQZ-UHFFFAOYSA-N,c1cc(cc(c1)[N+](=O)[O-])Cl,Train,-2.77,157.5561,45,113.3,-896.311796,-0.008328,5.5594,0.20319,0.30849,307.4826965,-0.80312,-0.84101,-0.40246,0.50347,-0.28652,,,,,,,,,,,,,,14,13164,16364,26387,0.417840376,0.48603352,0.898002089,6,40.24632548,-106.3939542,146.6402797,3348,0.0389666,0.011076293
KMRNTNDWADEIIX-UHFFFAOYSA-N,C(CI)C(=O)O,Train,-0.43,199.9758,81.5,95.433,-279.144499,-0.01464,4.1917,0.26741,0.2954,274.8725891,-1.36512,-0.36572,-0.72648,0.83943,-1.31214,,,,,,,,,,,,,,11,11460.5,16967,20146,0.512315271,0.661764706,0.768656778,3,98.89502716,-100.0246077,198.9196348,3797,0.051933021,0.026322778
KNAHARQHSZJURB-UHFFFAOYSA-N,CCCc1cc(=O)[nH]c(=S)[nH]1,Train,-2.15,170.2288,219,103.799,-855.6244,-0.016869,8.0229,0.25447,0.26258,360.8569336,-0.66109,-0.84661,-0.69642,0.65266,-2.14638,,,,,,,,,,,,,,21,18408,21376,28544,0.642496717,0.864485981,0.901979301,4,148.1358112,-197.0861135,345.2219247,7703,0.042293703,0.016481254
KOCYTWBTXZOUFS-UHFFFAOYSA-N,Cc1cnc2cncnc2n1,Train,0.06,146.1512,197,110.556,-489.295329,-0.011929,4.7529,0.214,0.28536,315.3018494,0,0.28731,-0.72702,0.36244,-1.83633,,,,,,,,,,,,,,17,11537,17842.5,26533,0.474654378,0.689981089,0.692483292,6,22.74127026,-131.6551061,154.3963764,3970,0.036321305,0.010338622
KPQZUUQMTUIKBP-UHFFFAOYSA-N,CC(Cn1c(C)ncc1[N+](=O)[O-])O,Train,-0.737,185.1822,76,138.676,-663.084678,-0.01764,8.4585,0.21884,0.28747,365.9491272,-1.67215,-1.04063,-0.79628,0.50844,-2.09954,,,,,,,,,,,,,,24,19106,19867.5,30603.5,0.611323787,0.736668065,0.934954371,5,83.27298183,-205.3982408,288.6712226,6576,0.043787831,0.019132354
KPSSIOMAKSHJJG-UHFFFAOYSA-N,CC(C)(C)CO,Train,-0.4,88.1492,54,92.079,-272.862261,-0.005511,2.0884,0.31658,0.30283,274.461792,-0.80943,-2.26847,-0.80943,0.5121,-0.80943,,,,,,,,,,,,,,18,15884.5,17237.5,17350,0.735183067,0.859872611,1,2,-3.382420235,-49.34565363,45.96323339,1261,-0.03913216,0.011534132
KQNPFQTWMSNSAP-UHFFFAOYSA-N,CC(C)C(=O)O,Train,0.28,88.106,-47,69.397,-307.641134,-0.012414,5.9383,0.29886,0.30853,256.9899597,-1.37318,-0.91202,-0.7296,0.83182,-1.37318,,,,,,,,,,,,,,14,14309,15394.5,18070.5,0.800554373,0.892787001,0.929196462,2,21.40390993,-146.2258905,167.6298004,3904,0.042937961,0.022126919
KRTSDMXIXPKRQR-UHFFFAOYSA-N,CC(=CC(=O)NC)OP(=O)(OC)OC,Train,0.65,223.1651,54,147.6,-1047.339982,-0.021345,8.8464,0.27792,0.28362,431.7197876,-4.39925,-1.23604,-1.12567,2.63698,-2.40697,,,,,,,,,,,,,,28,20727.5,28270.5,35510.5,0.523118364,0.724428421,0.769358955,5,-105.9843688,-318.5857878,212.6014189,4799,-0.065520867,0.02846603
KSCFJBIXMNOVSH-UHFFFAOYSA-N,Cn1c2c(c(=O)n(C)c1=O)n(CC(CO)O)cn2,Test,-0.17,254.245,161.5,203.94,-909.275479,-0.0234,7.2684,0.2693,0.25964,448.808075,-2.95191,0.74105,-0.79844,0.84031,-4.81124,,,,,,,,,,,,,,32,21271,26812.5,38899.5,0.508595421,0.695013336,0.77377364,8,36.29462874,-229.6865881,265.9812168,4818,0.054539256,0.023585431
KSFDHSSNYJNHAN-UHFFFAOYSA-N,CC1=Nc2ccccc2N=C(C)C1,Train,-1.367,172.2292,193,136.184,-535.75169,-0.009531,4.4174,0.28118,0.25188,379.7961121,0,-2.15573,-0.72379,0.32493,-0.97558,,,,,,,,,,,,,,25,17404.5,20230,32457,0.526192123,0.64893617,0.82300885,3,-1.329195656,-147.6944063,146.3652107,4377,0.033439619,0.007772945
KSUUMAWCGDNLFK-UHFFFAOYSA-N,C=CCC(C(C)C)C(=O)NC(=O)N,Train,-2.747,184.2376,194,160.812,-612.398909,-0.016748,4.7931,0.28838,0.28187,406.6899719,-1.34176,-1.61203,-0.87297,0.81254,-2.90431,,,,,,,,,,,,,,29,25861,26936,28020,0.697961116,0.738114831,0.961014285,4,7.030024136,-158.4491124,165.4791365,2683,0.061676905,0.026624836
KUAZQDVKQLNFPE-UHFFFAOYSA-N,CN(C)C(=S)SSC(=S)N(C)C,Train,-3.9,240.4142,155.5,142.094,-1938.00255,-0.017558,12.3065,0.25764,0.24499,423.8071289,0,-2.04557,-0.49129,0.26394,-1.0216,,,,,,,,,,,,,,24,20683.5,30402.5,33597,0.637539379,0.653515814,0.910562865,2,16.22395447,-355.7151722,371.9391267,9096,0.040890405,0.01110977
KVBGVZZKJNLNJU-UHFFFAOYSA-N,c1ccc2cc(ccc2c1)S(=O)(=O)O,Train,-1.265,208.2314,107.5,158.231,-1009.601233,-0.014377,7.7049,0.24213,0.27286,381.743103,-2.8295,-1.94469,-0.95097,2.37639,-0.45311,,,,,,,,,,,,,,22,15921,22221,33358,0.51008871,0.701784096,0.842062103,2,49.09608199,-190.262203,239.358285,6242,0.038346409,0.016398429
KWGRBVOPPLSCSI-WPRPVWTQSA-N,C[C@@H]([C@@H](c1ccccc1)O)NC,Train,-0.385209,165.2346,36.75,154.772,-519.884182,-0.009397,1.9504,0.30059,0.24559,374.9756165,-0.7955,-2.51829,-0.7955,0.51201,-1.53229,,,,,,,,,,,,,,27,18758,25407,29412,0.580431551,0.760142909,0.765120337,6,-1.32692781,-109.3390105,108.0120827,2991,0.031268298,0.01225343
KXYFWLVSYHRZJL-UHFFFAOYSA-N,CC(C)CN(CC(C)C)C(=O)COC(=O)c1ccccc1,Train,-3.561,291.3894,44.5,227.696,-943.031049,-0.014268,5.2033,0.26623,0.2715,573.6387329,-1.88066,-3.8283,-0.6927,0.8255,-2.36551,,,,,,,,,,,,,,46,27866,39086,46649,0.443623133,0.64704349,0.676156406,5,-77.07447198,-287.4461022,210.3716302,5832,0.030808158,0.00784764
KZJRKRQSDZGHEC-UHFFFAOYSA-N,c1ccc(cc1)C(=O)C(F)(F)F,Train,-1.155,174.1221,-40,116.577,-682.568834,-0.006769,5.6351,0.21869,0.30998,325.0786438,-0.54426,0.29787,-0.54426,1.03239,-1.61351,,,,,,,,,,,,,,17,13991,19190.5,27238.5,0.540698154,0.682855506,0.994923744,4,47.63099235,-86.81854024,134.4495326,3878,0.034010927,0.007532208
KZNICNPSHKQLFF-UHFFFAOYSA-N,C1CC(=O)NC1=O,Train,0.3,99.089,123.75,67.819,-360.637876,-0.014663,2.903,0.27909,0.30297,252.2284851,-1.26391,0.30948,-0.66434,0.71449,-1.92825,,,,,,,,,,,,,,12,11363,14164.5,17961.5,0.588571429,0.710344828,0.950881064,4,65.81017034,-141.9109813,207.7211516,4134,0.040122595,0.008652732
KZOFCELNVLSKGC-UHFFFAOYSA-N,COc1ccc(CCNC(=O)CNc2cccc(c2)C(=O)N)cc1OC,Train,-2.686,357.4084,134,287.737,-1202.767526,-0.029672,9.2632,0.27672,0.23482,679.2984009,-2.49111,-1.76991,-0.85344,0.68293,-4.64756,,,,,,,,,,,,,,49,21732.5,43299,63272,0.267391304,0.464474783,0.566210046,7,96.95440136,-333.6004454,430.5548467,7797,0.03980506,0.018788719
KZTYYGOKRVBIMI-UHFFFAOYSA-N,c1ccc(cc1)S(=O)(=O)c1ccccc1,Train,-3.64378,218.2698,126.5,149.547,-1011.757067,-0.013826,7.8151,0.2549,0.2966,409.4877319,-1.9564,-2.89535,-0.9782,2.18319,0.22679,,,,,,,,,,,,,,25,20535.5,24365,32818,0.614173228,0.623084891,0.977155875,2,1.062652251,-215.9127856,216.9754378,6909,0.031404753,0.006280539
LDCFNNYCIXKMNJ-UHFFFAOYSA-N,CC(CN(CC(C)O)C(=O)COC(=O)c1ccccc1)O,Test,-1.178,295.3346,105.5,215.276,-1014.889705,-0.020188,7.1703,0.24703,0.28172,546.5578613,-3.54541,-1.83144,-0.83095,0.83608,-4.00909,,,,,,,,,,,,,,42,26267.5,37120.5,46282,0.47741276,0.751572385,0.770101464,3,-6.069256292,-331.0214446,324.9521883,6704,-0.049376707,0.018655769
LEBVLXFERQHONN-UHFFFAOYSA-N,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,Train,-3.2241,288.432,107.5,246.046,-887.189188,-0.01184,4.3301,0.29784,0.23339,561.5986328,-0.69059,-5.07793,-0.70437,0.68626,-1.90385,,,,,,,,,,,,,,49,25541.5,35066,50712,0.456726084,0.622063722,0.691254207,7,-17.02863506,-142.3257078,125.2970727,2844,0.037751851,0.017439566
LFKDJXLFVYVEFG-UHFFFAOYSA-N,CC(C)(C)OC(=O)N,Train,0.1,117.1474,107.5,91.729,-402.286893,-0.009732,3.2819,0.3159,0.29963,303.9588623,-1.30644,-0.93203,-0.89037,0.92625,-2.19681,,,,,,,,,,,,,,19,16471,19404,21023.5,0.695603005,0.818075591,0.897435897,4,-14.74734961,-98.92105462,84.17370501,2020,-0.047933945,0.018075818
LGDSHSYDSCRFAB-UHFFFAOYSA-N,CN=C=S,Train,-1,73.1124,33.5,75.14,-530.941029,-0.005407,5.8912,0.29147,0.27613,222.7493286,0,-0.25709,-0.49803,0.26983,-0.55237,,,,,,,,,,,,,,7,7832.5,14432.5,14517,0.576271186,0.576271186,0.959183702,2,32.29194163,-118.5254169,150.8173585,3416,0.044150281,0.008001037
LHXDLQBQYFFVNW-UHFFFAOYSA-N,CC1(C)C2CCC(C)(C2)C1=O,Train,-1.85,152.2358,5.5,128.384,-465.741234,-0.006892,4.4108,0.29588,0.26393,345.7841492,-0.61741,-3.36344,-0.67749,0.65173,-0.61741,,,,,,,,,,,,,,27,19519.5,23270.5,24804,0.762454375,0.860085663,0.919874658,4,-19.5132543,-106.1161254,86.60287106,3003,0.024060305,0.002432296
LJCFRMUKLSCNKV-UHFFFAOYSA-N,COCCN(CCOC)C(=O)COC(=O)c1ccccc1,Train,-1.573,295.3346,57.5,248.922,-1014.860695,-0.018553,2.6676,0.26259,0.27446,570.2907104,-3.10411,-1.45316,-0.68226,0.82498,-3.59387,,,,,,,,,,,,,,42,28792,36421.5,47314.5,0.451530029,0.533333333,0.727535213,5,-84.82269052,-304.7161503,219.8934598,6420,0.028914789,0.006746329
LKJPSUCKSLORMF-UHFFFAOYSA-N,CN(C(=O)Nc1ccc(cc1)Cl)OC,Train,-2.57,214.6511,81,143.279,-1069.573063,-0.011537,7.046,0.29149,0.25211,419.4556274,-1.14884,-0.91225,-0.69894,0.81589,-2.03969,,,,,,,,,,,,,,25,15486.5,26464,37356,0.443961718,0.589253479,0.663352496,4,74.16767888,-143.6874256,217.8551045,5855,0.037208387,0.011354335
LMINNBXUMGNKMM-UHFFFAOYSA-N,CN1c2ccccc2Sc2ccc(cc12)CC(=O)O,Train,-3.94,271.3332,144,175.684,-1182.666641,-0.01606,5.6003,0.27463,0.23325,474.8783569,-1.36417,-2.17583,-0.71899,0.82955,-1.49718,,,,,,,,,,,,,,32,20609,30230,42239.5,0.427672956,0.612100662,0.695845647,3,152.4729188,-156.7891315,309.2620503,9150,0.033799131,0.008986534
LMTGCJANOQOGPI-UHFFFAOYSA-N,CC(=O)N(C)c1ccccc1,Test,-0.95,149.192,101,135.211,-479.453241,-0.012373,5.7952,0.28528,0.2752,350.3041687,-0.70879,-1.61229,-0.77209,0.69785,-1.20863,,,,,,,,,,,,,,22,18679.5,24906.5,25484.5,0.655666929,0.745478639,0.863886939,3,6.84773002,-126.7005372,133.5482673,4562,0.028744355,0.004930595
LMYRWZFENFIFIT-UHFFFAOYSA-N,Cc1ccc(cc1)S(=O)(=O)N,Train,-1.74,171.2136,137.75,120.244,-875.409816,-0.016214,6.5614,0.27119,0.29157,352.6403198,-1.95497,-1.94098,-1.12112,2.2884,-0.78769,,,,,,,,,,,,,,20,14726.5,22179,28154.5,0.597171955,0.66962537,0.990990932,3,35.44822163,-191.7608733,227.209095,4927,0.028579415,0.00561678
LNVGTRNKWNAINT-UHFFFAOYSA-N,C1CS(=O)(=O)c2cc(sc2C1O)S(=O)(=O)N,Train,-1.276,283.3318,164,188.041,-1897.367085,-0.026984,10.5089,0.23291,0.30682,425.5738831,-4.64329,-2.49566,-1.11823,2.30972,-0.67045,,,,,,,,,,,,,,25,20191,26762,33268.5,0.579623907,0.724804327,0.98064726,4,133.5793,-285.7826311,419.3619311,8190,0.051171027,0.018364208
LOAUVZALPPNFOQ-UHFFFAOYSA-N,c1ccc2c(c1)ccc(C(=O)O)n2,Test,-1.088,173.1708,157,125.506,-590.426375,-0.012345,8.7014,0.2237,0.28805,350.6038208,-1.35029,-0.31023,-0.71962,0.79736,-1.81539,,,,,,,,,,,,,,20,13237.5,19156.5,32242.5,0.34939759,0.486187845,0.713736569,3,39.05975543,-165.4133642,204.4731196,5289,0.036407936,0.009215017
LPAGFVYQRIESJQ-UHFFFAOYSA-N,c1ccc2c(c1)CCN2,Train,-1.04,119.1658,-21,87.601,-364.917009,-0.006183,2.2537,0.30842,0.22447,302.4699707,0,-1.72582,-0.67859,0.42758,-0.67859,,,,,,,,,,,,,,18,13894,16715,24930.5,0.574347301,0.686427474,0.842364532,3,-11.04690034,-80.23832295,69.19142261,2404,0.02878179,0.011765221
LQLIEICEYDIWLO-UHFFFAOYSA-N,CC(C)CC1C(=O)NC(Cc2ccccc2)C(O)O1,Test,-2.12,263.3358,84.25,230.542,-864.434538,-0.016435,4.3935,0.29095,0.28063,515.0195313,-2.08428,-2.94412,-0.78381,0.67587,-2.74102,,,,,,,,,,,,,,40,22326.5,37801.5,39511,0.522117836,0.595860649,0.919304441,3,88.94922483,-142.2306803,231.1799052,6373,0.036274895,0.014879202
LRQUYRADZABVMX-UHFFFAOYSA-N,c1cc(cc(c1)S(=O)(=O)c1cc(sc1)S(=O)(=O)N)O,Train,-2.719,319.3648,145,264.079,-2011.68113,-0.026472,2.0216,0.23699,0.28251,490.9535522,-4.57055,-2.52437,-1.1192,2.30962,-0.5986,,,,,,,,,,,,,,28,25216,34240.5,37046.5,0.575147593,0.67155707,0.92237946,5,83.96095355,-265.8556081,349.8165617,4037,0.052539282,0.023241675
LRUUNMYPIBZBQH-UHFFFAOYSA-N,Cn1c(=O)n(c2ccc(c(c2)Cl)Cl)oc1=O,Train,-2.82,261.064,123,177.664,-1602.058345,-0.011994,3.7665,0.26372,0.27452,419.3155518,-1.61285,0.57263,-0.6331,0.94479,-2.21663,,,,,,,,,,,,,,22,15014.5,24463,38345,0.360624885,0.614776597,0.615563837,5,116.4311632,-94.56696108,210.9981243,5956,0.035327177,0.008251691
LSPHULWDVZXLIL-UHFFFAOYSA-N,CC1(C)C(CCC1(C)C(=O)O)C(=O)O,Train,-1.42,200.234,188.05,147.462,-691.441414,-0.021202,3.3655,0.28893,0.30899,368.2471619,-2.7088,-1.9209,-0.72213,0.84768,-2.7088,,,,,,,,,,,,,,30,21283.5,26225,26595.5,0.745780594,0.943510312,0.995633163,3,72.56168139,-216.3629658,288.9246472,6731,0.042924476,0.02406495
LUALIOATIOESLM-UHFFFAOYSA-N,c1ccc2c(c1)N(CCCN1CCC(CC1)O)c1cc(ccc1S2)C#N,Test,-3.98,365.4922,116.25,255.719,-1451.422534,-0.017071,5.6751,0.25788,0.22409,610.4122925,-0.8136,-4.12623,-0.8136,0.50901,-1.86332,,,,,,,,,,,,,,49,29234.5,37000,56886.5,0.459915617,0.524070053,0.75492139,8,165.7216703,-162.4770994,328.1987698,8031,0.032396609,0.010488381
LVHBHZANLOWSRM-UHFFFAOYSA-N,C=C(CC(=O)O)C(=O)O,Train,-0.224117,130.1,167,72.884,-495.00188,-0.022956,9.5389,0.25303,0.30282,289.5830994,-2.7239,0.56258,-0.73527,0.851,-2.7239,,,,,,,,,,,,,,15,14412.5,17770.5,22954,0.635981795,0.867800501,0.966993913,3,79.00367458,-224.2512556,303.2549302,4960,0.061140107,0.030860159
LXMSZDCAJNLERA-ZHYRCANASA-N,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@]43CCC(=O)O4)[C@H]12,Train,-1.77,416.5744,207.5,361.097,-1632.518476,-0.026123,6.2832,0.25892,0.2698,621.0525513,-2.46005,-6.02498,-0.77889,0.8326,-2.21693,,,,,,,,,,,,,,61,35310.5,42611,50059,0.582638504,0.715692898,0.849573133,3,216.2433377,-333.0434336,549.2867713,16133,0.034047404,0.009174084
LYCAIKOWRPUZTN-UHFFFAOYSA-N,C(CO)O,Train,0.08,62.0682,-13,58.873,-230.211612,-0.009782,3.2961,0.31086,0.3021,212.9897308,-1.62687,-0.29074,-0.81774,0.51966,-1.62687,,,,,,,,,,,,,,10,10534.5,12511,14260.5,0.760545739,0.851242176,0.993865024,4,22.56682116,-86.47417275,109.0409939,2698,0.037312828,0.017873861
LYGJENNIWJXYER-UHFFFAOYSA-N,C[N+](=O)[O-],Train,0.26,61.0402,-29,39.409,-245.009959,-0.006777,4.6028,0.22803,0.33779,194.7361908,-0.8026,-0.52447,-0.52447,0.50105,-0.30155,,,,,,,,,,,,,,7,9381.5,9920,12462,0.811505499,0.986934019,0.993670879,2,31.47261753,-112.3216345,143.7942521,3095,0.046460178,0.009036335
MAZCFXDIYXGRAD-UHFFFAOYSA-N,C1CS(=O)(=O)c2c(cc(s2)S(=O)(=O)N)C1O,Train,-1.65,283.3318,167.5,178.336,-1897.369716,-0.028671,6.9308,0.23204,0.30551,430.7380066,-4.61497,-2.47203,-1.11874,2.30956,-0.66828,,,,,,,,,,,,,,25,20879,26651.5,34429.5,0.533013402,0.748228353,0.81497116,4,146.7543429,-275.8837229,422.6380658,8272,0.05109261,0.018875739
MBDUIEKYVPVZJH-UHFFFAOYSA-N,CCS(=O)(=O)CC,Train,0.04,122.1818,72.75,97.25,-706.952944,-0.014449,6.6537,0.30469,0.31461,298.9619751,-2.00496,-2.79649,-1.00248,2.11831,0.11335,,,,,,,,,,,,,,17,13239.5,20009,20441,0.576036866,0.617935695,0.95454556,2,4.32023787,-204.0188742,208.3391121,4956,0.042037755,0.011353256
MCSAJNNLRCFZED-UHFFFAOYSA-N,CC[N+](=O)[O-],Test,-0.22,75.067,-90,64.568,-284.302948,-0.010943,4.8826,0.23221,0.33302,225.0167236,-0.80828,-1.03967,-0.72111,0.5048,-0.30348,,,,,,,,,,,,,,10,11044,13129,15131.5,0.626506024,0.765624937,0.8125,2,39.42045611,-119.8656109,159.286067,4272,0.037286064,0.009940742
MCWXGJITAZMZEV-UHFFFAOYSA-N,CNC(=O)CSP(=S)(OC)OC,Train,-0.74,229.2485,51.5,163.429,-1615.882038,-0.016177,0.8879,0.29103,0.27673,418.383606,-2.4416,-1.145,-0.87059,1.6708,-2.05507,,,,,,,,,,,,,,24,21520.5,28511.5,31666.5,0.643442623,0.72244898,0.859240564,4,41.70639904,-195.7616729,237.4680719,5561,0.0320641,0.008536861
METKIMKYRPQLGS-UHFFFAOYSA-N,CC(C)NCC(COc1ccc(cc1)CC(=O)N)O,Train,0.04,266.3394,151.5,203.381,-881.673522,-0.021948,1.2933,0.28932,0.25763,559.5146484,-2.07658,-2.52014,-0.85158,0.68409,-3.6679,,,,,,,,,,,,,,41,17392,40537,48294.5,0.341827643,0.414438886,0.870233883,4,-32.98509029,-328.9355309,295.9504406,6490,-0.050683441,0.021232601
MFOUDYKPLGXPGO-UHFFFAOYSA-N,CC(C)N(c1ccccc1)C(=O)CCl,Test,-2.48,211.6907,74.25,154.305,-1017.627098,-0.013102,7.943,0.27707,0.28603,415.09021,-0.67503,-2.36297,-0.69234,0.69141,-1.24436,,,,,,,,,,,,,,28,25985.5,27872.5,29038,0.67965368,0.744075792,0.901708136,2,52.71694373,-193.0420709,245.7590146,7803,0.031495452,0.006583843
MHWLWQUZZRMNGJ-UHFFFAOYSA-N,CCn1cc(c(=O)c2ccc(C)nc12)C(=O)O,Train,-3.55212,232.2384,228,167.706,-799.598707,-0.020115,12.705,0.22938,0.27854,430.7677612,-2.10078,-0.45407,-0.74197,0.80804,-2.9662,,,,,,,,,,,,,,29,19317,24400,39049,0.455523224,0.532216451,0.857750615,2,124.2908411,-279.8738808,404.1647219,11212,0.036047514,0.008800163
MLKXDPUZXIRXEP-RQZCQDPDSA-N,CC1=C(CC(=O)O)c2cc(ccc2/C/1=C/c1ccc(cc1)S(=O)C)F,Train,-2.3777,356.4109,183.5,235.937,-1495.820071,-0.026157,10.723,0.2151,0.26453,595.541626,-2.37488,-3.32745,-1.01948,1.25141,-1.4876,,,,,,,,,,,,,,42,25509,39596.5,52525,0.403736201,0.608846248,0.643497262,4,236.2129144,-291.5822555,527.79517,14060,0.037538775,0.012293326
MLUCVPSAIODCQM-UHFFFAOYSA-N,CC=CC=O,Train,0.32,70.0908,-75.25,63.02,-231.194287,-0.008453,5.8612,0.25011,0.28818,242.0624695,-0.62068,-0.82044,-0.73586,0.37615,-0.62068,,,,,,,,,,,,,,11,9015.5,15228.5,17697.5,0.545454545,0.723093274,0.85308055,2,41.55173021,-119.4060575,160.9577877,4950,0.032516725,0.007373937
MOCKWYUCPREFCZ-UHFFFAOYSA-N,c1ccc(cc1)NC(=O)NN,Train,-2.33,151.1676,124,127.91,-511.54248,-0.015447,4.0435,0.30095,0.25305,343.3278198,-0.71346,-0.3431,-0.73355,0.80274,-2.62503,,,,,,,,,,,,,,20,12141.5,20409.5,29978,0.38671875,0.606749853,0.622193713,4,40.38127838,-138.9700684,179.3513468,3919,0.045151981,0.023631901
