StdInChIKey,SMILES,Train_test,LogS,MW,MP,Volume,G_solv,DeltaG_sol,LsoluHsolv,LsolvHsolu,SASA,Most_neg,Most_pos,O_charges,C_charges,Het_charges,solv_dip,,,,,,,,,,,,,,,,,,Asp1,Asp2,Asp3,No_regions,Tot_charge,Neg_charge,Pos_charge,Big_area,Big_charge,Big_std,,HF_E0_gas,HF_E0_solv,HF_DeltaE0_sol,HF_G_gas,HF_G_solv,HF_DeltaG_sol
IIZIPXWXNPFUOU-UHFFFAOYSA-N,O=C(N(CCO)CC)COC(=O)c1ccccc1,Train,-1.367,251.2816,79,218.939,-861.093696,-0.018591,0.26011,0.28183,489.1829224,-0.82918,0.82508,-2.72317,-1.37702,-3.19745,7.6346,,,,,,,,,,,,,,,,,,0.517775496,0.589923466,0.964413599,3,-24.15926732,-315.384722,291.2254547,6307,0.039743932,0.011584102,,-845.2572413,-845.2640784,-0.006837129,-844.962772,-844.97281,-0.010038
IJFPVINAQGWBRJ-UHFFFAOYSA-N,O=C(OCCCCCC(C)C)c1c(C(=O)OCCCCCC(C)C)cccc1,Train,-6.639999,390.5618,-4,293.816,-1237.935001,-0.013895,0.25547,0.28744,773.0043945,-0.68253,0.84276,-2.37506,-6.71939,-2.37506,4.7057,,,,,,,,,,,,,,,,,,0.484255997,0.634981092,0.892356436,4,-133.8906561,-224.8085841,90.91792803,4442,-0.050609767,0.020584959,,-1215.341445,-1215.336513,0.00493191,-1214.704663,-1214.701706,0.002957
IKECULIHBUCAKR-UHFFFAOYSA-N,OC(C(C)C)(C)C,Train,-0.41,102.176,-14,108.389,-312.153543,-0.005812,0.3179,0.29604,293.6345825,-0.80773,0.50414,-0.80773,-2.81991,-0.80773,2.3347,,,,,,,,,,,,,,,,,,0.901089904,0.9354838,0.946499559,4,-7.276135799,-54.97285077,47.69671497,1263,-0.043525614,0.014293592,,-306.4510021,-306.4522868,-0.001284779,-306.251983,-306.253264,-0.001281
IKZBNCORGKYEDZ-UHFFFAOYSA-N,Fc1c(N2CC(N)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Train,-5.269,335.3096,235.75,261.293,-1208.114106,-0.02643,0.24431,0.25789,530.4804077,-0.93206,0.80745,-2.12065,0.1064,-4.5757,15.1138,,,,,,,,,,,,,,,,,,0.417380338,0.629380403,0.767965436,3,214.2269575,-329.5755694,543.8025268,13565,0.040088649,0.012400228,,-1185.965105,-1185.981272,-0.01616771,-1185.665463,-1185.680635,-0.015172
IMIDOCRTMDIQIJ-UHFFFAOYSA-N,O=C(Oc1cc(C)c(N(C)C)cc1)NC,Train,-2.36,208.2596,93.5,157.895,-688.585455,-0.012853,0.30851,0.23142,449.6387634,-0.7098,0.93103,-1.27508,-1.60665,-2.4868,2.6258,,,,,,,,,,,,,,,,,,0.481494267,0.593959732,0.841792785,5,-89.17554487,-194.6103368,105.434792,2817,-0.056680307,0.021357897,,-675.9312355,-675.9330936,-0.001858104,-675.664725,-675.666772,-0.002047
IMMLSOUHQHJKTL-UHFFFAOYSA-N,ClC1=CC=CCC(=C1NC1C(=CC=CC=C1)CC(=O)OCC(=O)NC(C(=O)OC)C)Cl,Train,-1.45272,467.348,481,257.235,-2258.452787,-0.020679,0.2545,0.24461,699.114624,-0.70042,0.85012,-3.0958,-2.17309,-4.45042,5.9812,,,,,,,,,,,,,,,,,,0.664413776,0.74444361,0.938432801,13,-51.41643623,-284.8575586,233.4411224,3562,0.029557684,0.005717454,,-2222.593724,-2222.599464,-0.00574018,-2222.14429,-2222.150223,-0.005933
IMNFDUFMRHMDMM-UHFFFAOYSA-N,C(CCC)CCC,Train,-4.53,100.2034,-91,95.925,-276.224971,-0.000997,0.33754,0.3308,340.0371704,-0.68802,0.2377,0,-3.7076,0,0.1012,,,,,,,,,,,,,,,,,,0.387218045,0.421052632,0.920353982,0,0,0,0,0,0,0,,-271.2047414,-271.2002801,0.004461291,-270.976032,-270.971573,0.004459
IMONTRJLAWHYGT-UHFFFAOYSA-N,O=C(OC1(C#C)C2(C)C(C3C(C4C(=CC(=O)CC4)CC3)CC2)CC1)C,Train,-4.79,340.4614,161.5,250.549,-1080.46532,-0.018213,0.26307,0.26795,579.336731,-0.77778,0.83348,-1.84209,-5.28063,-1.84209,5.6207,,,,,,,,,,,,,,,,,,0.516560976,0.57433909,0.935547206,5,91.70479098,-231.3735748,323.0783658,11548,0.027445255,0.005803756,,-1060.802753,-1060.801661,0.0010913,-1060.303266,-1060.302394,0.000872
IMPKVMRTXBRHRB-UHFFFAOYSA-N,OC1C(O)C(O)CC(O)C1O,Train,-0.17,164.1578,236,103.807,-611.834397,-0.01897,0.2949,0.30517,320.2976379,-0.80196,0.52405,-3.98028,-0.33492,-3.98028,4.8574,,,,,,,,,,,,,,,,,,0.842298275,0.883985825,0.924999974,8,93.18003778,-134.9354775,228.1155153,3843,0.056019112,0.02367551,,-600.625444,-600.6478565,-0.022412583,-600.438336,-600.460298,-0.021962
IMWQMZMZPWIQBE-UHFFFAOYSA-N,O=C(NN=C(C=NNC(=O)N)C)N,Train,-1.948,186.173,255,135.358,-675.406638,-0.024754,0.24641,0.25528,396.4159546,-0.88431,0.79399,-1.43419,1.011,-4.67893,9.8764,,,,,,,,,,,,,,,,,,0.36013986,0.539267016,0.64895764,6,5.024261952,-239.6610596,244.6853215,3150,-0.056928497,0.025579712,,-662.8435534,-662.8556839,-0.012130525,-662.677766,-662.691666,-0.0139
INWLQCZOYSRPNW-UHFFFAOYSA-N,O=C(Nc1c(C)cccc1C)C1N(C)CCCC1,Train,-1.55,246.3516,150.25,236.531,-769.324601,-0.012221,0.30013,0.23331,476.7664795,-0.7045,0.68495,-0.68837,-3.66773,-1.9016,4.258,,,,,,,,,,,,,,,,,,0.513678963,0.717626283,0.813632574,7,-16.61841236,-148.4034959,131.7850836,2927,0.038181302,0.017444566,,-755.2555321,-755.2602245,-0.004692417,-754.886158,-754.88923,-0.003072
IOUNQDKNJZEDEP-UHFFFAOYSA-N,Clc1cc2oc(=O)n(CSP(=S)(OCC)OCC)c2cc1,Train,-5.23,367.8016,47.75,233.225,-2419.811585,-0.015086,0.27704,0.26498,565.5169678,-0.87513,1.68538,-2.88735,-1.53379,-2.33643,4.2907,,,,,,,,,,,,,,,,,,0.575247472,0.783541251,0.791651316,7,107.3295447,-160.6308634,267.9604082,6146,0.027972354,0.005211812,,-2384.555319,-2384.559572,-0.00425371,-2384.289407,-2384.295803,-0.006396
IPCSVZSSVZVIGE-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCCCC,Train,-6.809999,256.4276,62,266.537,-779.104581,-0.015634,0.30033,0.31064,643.2553711,-0.73344,0.83144,-1.37563,-6.44684,-1.37563,5.8213,,,,,,,,,,,,,,,,,,0.198458574,0.257160895,0.766423358,2,16.35500746,-151.1281014,167.4831089,3704,0.045216822,0.023253768,,-764.9174254,-764.9206373,-0.003211931,-764.415624,-764.421155,-0.005531
IPEHBUMCGVEMRF-UHFFFAOYSA-N,O=C(N)c1nccnc1,Train,-0.74,123.114,190,85.551,-432.986697,-0.012375,0.23282,0.2898,281.4981995,-0.8364,0.64444,-0.68459,0.72721,-2.39404,5.5678,,,,,,,,,,,,,,,,,,0.412322275,0.550632911,0.808612453,6,20.37939856,-131.9729907,152.3523893,2234,0.036733,0.009746362,,-424.9412776,-424.9497623,-0.008484776,-424.856067,-424.864999,-0.008932
IQUPABOKLQSFBK-UHFFFAOYSA-N,O=[N+]([O-])c1c(O)cccc1,Train,-1.74,139.1104,44.8,101.466,-511.932185,-0.008396,0.20273,0.28806,288.7661743,-0.69224,0.53599,-1.54934,-0.56906,-1.05013,5.4221,,,,,,,,,,,,,,,,,,0.43718593,0.520710059,0.828733487,6,29.90494072,-108.8966295,138.8015702,3495,0.035730574,0.00855619,,-502.4414143,-502.4425408,-0.0011265,-502.350666,-502.352356,-0.00169
IRCMYGHHKLLGHV-UHFFFAOYSA-N,S(=O)(=O)(Oc1cc2C(C)(C)C(OCC)Oc2cc1)C,Train,-3.42,286.3422,71,227.918,-1280.264206,-0.01594,0.29629,0.25325,524.5583496,-0.94906,2.3323,-3.79654,-3.1096,-1.46424,4.2971,,,,,,,,,,,,,,,,,,0.559715928,0.609696785,0.915973734,5,-86.25721602,-264.5117402,178.2545242,5897,-0.044855306,0.014990201,,-1258.828028,-1258.843314,-0.01528533,-1258.521547,-1258.535894,-0.014347
IRIAEXORFWYRCZ-UHFFFAOYSA-N,O=C(OCCCC)c1c(C(=O)OCc2ccccc2)cccc1,Train,-5.649453,312.3646,230,223.908,-1036.749332,-0.014975,0.25449,0.2821,604.6594238,-0.68725,0.83811,-2.36931,-2.61363,-2.36931,5.2509,,,,,,,,,,,,,,,,,,0.510150875,0.608298194,0.933579437,6,-96.41122749,-242.5531444,146.141917,4989,-0.046436161,0.018576111,,-1017.713776,-1017.712177,0.0015988,-1017.352492,-1017.349686,0.002806
ISEUFVQQFVOBCY-UHFFFAOYSA-N,O(C)c1nc(NC(C)C)nc(NC(C)C)n1,Test,-2.48,225.293,91.5,162.249,-741.326449,-0.011617,0.3184,0.25876,491.2127075,-0.69126,0.75942,-0.5423,-1.27405,-3.73101,3.1321,,,,,,,,,,,,,,,,,,0.483182901,0.668278971,0.889626731,7,-85.34569604,-168.5927699,83.24707391,3681,-0.042490908,0.017164863,,-727.7201348,-727.7293369,-0.009202118,-727.410297,-727.420578,-0.010281
ISMYLNZMKJLINI-UHFFFAOYSA-N,O=c1n(CC)c2c(n(CC)c3ncccc13)nccc2,Train,-2.86,268.3176,102.5,208.856,-875.26548,-0.011062,0.2622,0.24405,480.7107239,-0.70258,0.69948,-0.67019,-1.39772,-2.61879,3.9515,,,,,,,,,,,,,,,,,,0.562059545,0.644389296,0.872656497,4,13.21469725,-136.7527553,149.9674526,3954,0.031217985,0.007717163,,-859.1862889,-859.18967,-0.003381106,-858.887585,-858.891364,-0.003779
ISWSIDIOOBJBQZ-UHFFFAOYSA-N,Oc1ccccc1,Train,0,94.1128,41.5,64.02,-307.412166,-0.007324,0.30154,0.25697,257.9651184,-0.7281,0.52426,-0.7281,-1.0602,-0.7281,1.8713,,,,,,,,,,,,,,,,,,0.47027027,0.554140127,0.991783149,4,21.83714052,-66.24592022,88.08306074,2291,-0.028915722,0.007641119,,-301.7306369,-301.7331852,-0.002548351,-301.639584,-301.642289,-0.002705
ITEQSCBLCCNACE-UHFFFAOYSA-N,O=C(OC1=CC(=O)CC(C)(C)C1)N(C)C,Train,-0.85,211.2602,45.5,186.267,-709.659444,-0.014835,0.26173,0.27257,443.2851563,-0.69378,0.93555,-1.88437,-1.94366,-2.37751,8.2749,,,,,,,,,,,,,,,,,,0.572783601,0.730814659,0.875841523,4,25.80164982,-205.7288479,231.5304978,6520,0.034101819,0.007270105,,-696.6422436,-696.6412082,0.001035483,-696.362473,-696.363135,-0.000662
IUTPYMGCWINGEY-UHFFFAOYSA-N,Clc1c(Cl)cc(c(Cl)c1)c1cc(Cl)c(Cl)cc1,Train,-7.39,326.4365,110,209.373,-2761.202359,-0.005658,0.25127,0.28142,471.3568726,-0.23918,0.28511,0,-1.51026,0.13016,2.032,,,,,,,,,,,,,,,,,,0.469527013,0.633285735,0.693829659,4,116.9079031,-14.08264782,130.9905509,3270,0.032732294,0.007522151,,-2724.642026,-2724.647309,-0.00528362,-2724.535396,-2724.540966,-0.00557
IVUXTESCPZUGJC-UHFFFAOYSA-N,Clc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,Train,-4.89,290.7487,151,211.309,-1300.607191,-0.014763,0.28732,0.2447,537.6580811,-0.73251,0.82576,-1.26427,-1.5893,-2.45211,8.4222,,,,,,,,,,,,,,,,,,0.420410167,0.452453175,0.962947101,6,90.80446476,-192.1820251,282.9864898,6160,0.042096121,0.015003515,,-1279.527014,-1279.530648,-0.00363391,-1279.253575,-1279.258337,-0.004762
IWDCLRJOBJJRNH-UHFFFAOYSA-N,Oc1ccc(C)cc1,Train,-0.7,108.1396,33,96.809,-346.705711,-0.007332,0.30284,0.24802,289.1115417,-0.73137,0.52333,-0.73137,-1.53791,-0.73137,1.9119,,,,,,,,,,,,,,,,,,0.504551145,0.667364008,0.764705882,3,-4.397343759,-77.1629443,72.76560055,2540,-0.030379112,0.008498394,,-340.3142921,-340.3163097,-0.002017577,-340.191237,-340.19351,-0.002273
IWYDHOAUDWTVEP-UHFFFAOYSA-N,O=C(O)C(O)c1ccccc1,Train,0.050732,152.1494,120,127.033,-535.266583,-0.014911,0.27604,0.29553,330.9116211,-0.79839,0.81109,-2.15422,-0.47694,-2.15422,6.6835,,,,,,,,,,,,,,,,,,0.632255379,0.673062607,0.969491487,2,43.33587875,-172.6812585,216.0171372,5886,0.036700159,0.016578484,,-525.3789618,-525.3868519,-0.007890095,-525.243567,-525.251617,-0.00805
IYXGSMUGOJNHAZ-UHFFFAOYSA-N,O=C(OCC)CC(=O)OCC,Test,-0.82,160.1694,-50,132.369,-574.780192,-0.012135,0.30908,0.31106,386.0081177,-0.71969,0.84123,-2.3991,-0.66927,-2.3991,3.7765,,,,,,,,,,,,,,,,,,0.464988435,0.488273219,0.952381015,5,-53.27077075,-174.5254949,121.2547242,3528,-0.049468678,0.015172777,,-564.2115714,-564.2119179,-0.000346436,-564.023867,-564.025081,-0.001214
IZNWACYOILBFEG-UHFFFAOYSA-N,O=[N+]([O-])c1c(C)ccc2c1cccc2,Train,-4.272,187.1976,80.75,134.526,-629.595915,-0.008832,0.22244,0.26631,368.846344,-0.70764,0.50293,-0.78551,-2.05562,-0.28258,5.8375,,,,,,,,,,,,,,,,,,0.482158088,0.604606695,0.795363339,3,11.15223149,-136.16512,147.3173515,4521,0.032428474,0.007508782,,-617.9615067,-617.961642,-0.00013532,-617.791547,-617.791664,-0.000117
JAYCNKDKIKZTAF-UHFFFAOYSA-N,Clc1c(c2c(Cl)cccc2)cccc1,Train,-5.27,223.1012,61.5,183.262,-1382.390785,-0.005613,0.2819,0.27818,400.2556458,-0.24932,0.26731,0,-2.0727,-0.02134,3.2411,,,,,,,,,,,,,,,,,,0.597732114,0.605363985,1,3,8.074919022,-112.7668804,120.8417995,4184,-0.026951931,0.005198085,,-1362.648847,-1362.648384,0.00046292,-1362.500919,-1362.50056,0.000359
JBDOSUUXMYMWQH-UHFFFAOYSA-N,S=C=Nc1c2c(ccc1)cccc2,Train,-4.6,185.243,56,114.9,-876.247973,-0.005804,0.24589,0.24957,378.7547302,-0.3866,0.26533,0,-1.32771,-0.47906,5.1915,,,,,,,,,,,,,,,,,,0.354085603,0.41245677,0.841782991,2,62.07047104,-79.23165046,141.3021215,4713,0.029981354,0.005735306,,-862.3864677,-862.3813714,0.005096252,-862.252286,-862.247505,0.004781
JFCQEDHGNNZCLN-UHFFFAOYSA-N,O=C(O)CCCC(=O)O,Train,1,132.1158,96.5,105.949,-496.210739,-0.02464,0.28885,0.32088,307.7828979,-0.72871,0.83218,-2.73047,0.01768,-2.73047,2.4572,,,,,,,,,,,,,,,,,,0.66035863,0.699110995,0.943204828,3,137.4134489,-203.5447702,340.9582191,6441,0.052935603,0.023097142,,-487.0313883,-487.048662,-0.017273686,-486.910463,-486.927229,-0.016766
JFNWFXVFBDDWCX-UHFFFAOYSA-N,S(=O)(=O)(N(C(=O)C)c1c(C)c(C)no1)c1ccc(N)cc1,Train,-3.59,309.3392,193.5,220.448,-1367.496917,-0.0245,0.26336,0.25897,516.9658813,-0.94865,2.30453,-2.84334,-2.08919,-2.27733,5.0714,,,,,,,,,,,,,,,,,,0.554391938,0.576551078,0.944861322,4,-74.22619135,-372.7568812,298.5306899,7651,-0.048720021,0.015862217,,-1344.370782,-1344.388503,-0.01772119,-1344.098101,-1344.118274,-0.020173
JFSPBVWPKOEZCB-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1c(C)occ1,Train,-3.3,201.2244,109.5,160.945,-668.973388,-0.011682,0.27679,0.25268,415.3181763,-0.73733,0.68122,-1.14145,-1.2921,-1.75544,4.6312,,,,,,,,,,,,,,,,,,0.384289537,0.600911338,0.611232894,3,18.55729836,-134.9334632,153.4907616,3860,0.039675659,0.016602225,,-656.6549035,-656.6543637,0.000539839,-656.454579,-656.454672,-9.3E-05
JHBKHLUZVFWLAG-UHFFFAOYSA-N,Clc1c(Cl)cc(Cl)c(Cl)c1,Train,-5.512673,215.8938,139.5,109.41,-2070.604551,-0.002616,0.25963,0.28911,332.5701599,-0.22982,0.28812,0,-0.73868,0.16246,0,,,,,,,,,,,,,,,,,,0.441176471,0.529411765,0.836633663,2,54.45147433,0,54.45147433,858,0.031847559,0.007616862,,-2043.883596,-2043.886642,-0.00304616,-2043.848427,-2043.851004,-0.002577
JHIVVAPYMSGYDF-UHFFFAOYSA-N,O=C1CCCCC1,Train,-0.6,98.1444,-31,69.474,-309.790648,-0.007757,0.28844,0.2727,275.7168884,-0.62239,0.60783,-0.62239,-1.92061,-0.62239,4.6376,,,,,,,,,,,,,,,,,,0.78266562,0.801282051,1,2,1.021320858,-111.9164547,112.9377756,4338,0.025992203,0.004727955,,-304.129579,-304.1300913,-0.000512255,-303.978913,-303.979629,-0.000716
JHJOOSLFWRRSGU-UHFFFAOYSA-N,Clc1c(Cl)cc(OP(=S)(OC)OC)c(Cl)c1,Train,-5.72,321.5422,41,226.555,-2655.447588,-0.009599,0.26728,0.27961,471.4962158,-0.86467,2.10587,-2.5387,-1.06496,-0.93296,3.8842,,,,,,,,,,,,,,,,,,0.507046675,0.642133741,0.785645696,9,59.78721734,-97.52988035,157.3170977,2651,-0.030564633,0.005778423,,-2619.185068,-2619.18651,-0.00144207,-2619.050151,-2619.052116,-0.001965
JIEKMACRVQTPRC-UHFFFAOYSA-N,Clc1ccc(c2c(CC(=O)O)sc(c3ccccc3)n2)cc1,Train,-4.966,329.8003,161.25,238.578,-1718.490502,-0.016731,0.23389,0.26405,546.2109375,-0.71346,0.82658,-1.34779,-2.12596,-1.36475,6.749,,,,,,,,,,,,,,,,,,0.416693052,0.555776934,0.835634161,6,161.0030658,-130.5639974,291.5670632,8046,0.032918081,0.011018461,,-1692.023292,-1692.032798,-0.009506,-1691.779509,-1691.788984,-0.009475
JIGUQPWFLRLWPJ-UHFFFAOYSA-N,O=C(OCC)C=C,Train,-0.74,100.117,-71,84.461,-345.716177,-0.006894,0.25882,0.30985,288.3949585,-0.71854,0.78904,-1.21376,-0.75124,-1.21376,3.1865,,,,,,,,,,,,,,,,,,0.565065951,0.801470599,0.806053652,4,-13.5044465,-86.17279732,72.66835082,1699,-0.050719716,0.014141274,,-339.3244304,-339.3223114,0.002118973,-339.211111,-339.208363,0.002748
JIVPVXMEBJLZRO-UHFFFAOYSA-N,Clc1c(S(=O)(=O)N)cc(C2(O)NC(=O)c3c2cccc3)cc1,Train,-3.38927,338.7649,239,208.786,-1808.717823,-0.027854,0.24618,0.29354,514.914917,-1.12599,2.30316,-3.35213,-0.96812,-2.80986,5.2044,,,,,,,,,,,,,,,,,,0.589110572,0.654831114,0.856209867,6,105.7952799,-253.5841722,359.3794521,4082,0.046819345,0.021082591,,-1780.27465,-1780.299001,-0.02435053,-1780.054179,-1780.078969,-0.02479
JJYPMNFTHPTTDI-UHFFFAOYSA-N,Nc1cc(C)ccc1,Test,-0.85,107.1548,-30,79.361,-326.827894,-0.007318,0.3134,0.23154,295.324646,-0.87796,0.42172,0,-1.68978,-0.87796,1.9104,,,,,,,,,,,,,,,,,,0.51,0.609117346,0.938823553,3,-9.887242085,-84.1335139,74.24627181,1921,0.038649803,0.013472268,,-320.7935426,-320.7947094,-0.001166839,-320.656572,-320.657995,-0.001423
JLKIGFTWXXRPMT-UHFFFAOYSA-N,S(=O)(=O)(Nc1noc(C)c1)c1ccc(N)cc1,Train,-2.77844,253.2752,168,182.855,-1175.57856,-0.024183,0.2835,0.25455,456.2866821,-0.97475,2.32689,-2.27638,-1.57418,-1.93021,9.4055,,,,,,,,,,,,,,,,,,0.543393249,0.774872296,0.953831976,4,-41.73607842,-364.8087545,323.0726761,6839,-0.053058709,0.020051631,,-1155.961736,-1155.980458,-0.01872178,-1155.765011,-1155.786402,-0.021391
JLRGJRBPOGGCBT-UHFFFAOYSA-N,S(=O)(=O)(NC(=O)NCCCC)c1ccc(C)cc1,Train,-3.39,270.3458,129,186.045,-1201.256268,-0.022001,0.27168,0.28725,524.9182739,-0.97287,2.33279,-2.62327,-3.03937,-1.89027,8.8726,,,,,,,,,,,,,,,,,,0.444909143,0.549785882,0.863369199,3,-10.27188051,-319.5861139,309.3142333,6476,0.040352273,0.021748538,,-1181.160188,-1181.177778,-0.01758969,-1180.862712,-1180.88012,-0.017408
JLYXXMFPNIAWKQ-UHFFFAOYSA-N,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,Train,-4.51,290.8314,113,166.663,-2993.372776,-0.010175,0.26704,0.33095,374.2933655,-0.2875,0.32152,0,-1.66829,-0.23512,3.2018,,,,,,,,,,,,,,,,,,0.748066669,0.879209199,0.963899031,2,144.6874142,-50.85982866,195.5472428,4467,0.043775967,0.014778089,,-2955.444276,-2955.460003,-0.01572694,-2955.348925,-2955.364853,-0.015928
JMMWKPVZQRWMSS-UHFFFAOYSA-N,O=C(OC(C)C)C,Train,-0.55,102.1328,-73,77.925,-346.934749,-0.006767,0.31968,0.30435,297.3306885,-0.77899,0.82857,-1.23242,-1.3096,-1.23242,2.786,,,,,,,,,,,,,,,,,,0.633436393,0.752644084,0.893494604,7,-44.64326315,-87.60711746,42.9638543,1682,-0.049643556,0.014331422,,-340.5528458,-340.5518855,0.00096031,-340.410789,-340.410119,0.00067
JOFWLTCLBGQGBO-UHFFFAOYSA-N,Clc1c(C2=NCc3n(c(C)nn3)c3c2cc(Cl)cc3)cccc1,Train,-4.08,343.2146,224,229.543,-1794.245616,-0.019677,0.23657,0.28291,534.538269,-0.73744,0.38646,0,-1.70939,-1.52914,9.1017,,,,,,,,,,,,,,,,,,0.69829997,0.850863621,0.938600912,3,116.4348184,-263.2253048,379.6601232,10481,0.036119414,0.011263875,,-1766.967172,-1766.989199,-0.0220267,-1766.71185,-1766.733494,-0.021644
JOMNTHCQHJPVAZ-UHFFFAOYSA-N,CC1NCCNC1,Train,0.74,100.1632,62,91.052,-307.114987,-0.00715,0.31696,0.23981,278.4187622,-0.74241,0.40443,0,-1.67941,-1.48019,2.8902,,,,,,,,,,,,,,,,,,0.756189155,0.822298114,0.877604225,5,-5.384500729,-70.56229246,65.17779173,1056,0.02947625,0.007726722,,-301.517844,-301.5305355,-0.012691531,-301.339157,-301.351641,-0.012484
JOYRKODLDBILNP-UHFFFAOYSA-N,O=C(OCC)N,Train,0.85,89.0938,49,71.267,-323.707092,-0.010348,0.31692,0.30811,257.760376,-0.88585,0.91998,-1.29755,0.07117,-2.1834,3.1774,,,,,,,,,,,,,,,,,,0.613407153,0.657998814,0.87446364,4,-6.032310305,-102.3772429,96.34493255,1961,-0.051361275,0.01754144,,-317.7115516,-317.714532,-0.002980385,-317.615991,-317.619435,-0.003444
JPLCQHHISLYGRA-UHFFFAOYSA-N,O=C(Nc1cnc(OC)cc1)C1CC1,Train,-2.138,192.217,130.5,132.528,-648.089851,-0.014046,0.28405,0.24454,413.1203613,-0.6936,0.68646,-1.24824,-0.81851,-2.39609,6.0629,,,,,,,,,,,,,,,,,,0.392739274,0.518670281,0.731250044,4,-3.721386209,-185.4164139,181.6950277,4187,0.04311862,0.019514889,,-636.1519352,-636.157659,-0.005723803,-635.945774,-635.953359,-0.007585
JQUIGGQYRQVIIE-UHFFFAOYSA-N,O=C(N(C(=O)C)C)COC(=O)c1ccccc1,Train,-0.495,235.239,102.5,150.199,-820.636583,-0.016957,0.25517,0.29527,458.7335205,-0.7803,0.82577,-2.42521,-0.4983,-2.94231,4.4176,,,,,,,,,,,,,,,,,,0.490867699,0.525463383,0.862676365,4,15.6530379,-210.1879242,225.840962,4046,0.039840859,0.01241717,,-805.5064311,-805.5098155,-0.003384387,-805.270018,-805.276675,-0.006657
JRZJOMJEPLMPRA-UHFFFAOYSA-N,C(=C)CCCCCCC,Train,-5.05,126.2412,-81,148.812,-353.590475,-0.00214,0.32163,0.28281,391.3174438,-0.68801,0.24719,0,-4.18968,0,0.5846,,,,,,,,,,,,,,,,,,0.440647084,0.513867919,0.833357351,2,-12.52304769,-12.52304769,0,263,-0.024010458,0.002424074,,-347.1359407,-347.1303594,0.00558137,-346.87067,-346.865454,0.005216
JSZOAYXJRCEYSX-UHFFFAOYSA-N,O=[N+]([O-])CCC,Train,-0.8,89.0938,-108,73.632,-323.59127,-0.008698,0.2336,0.33137,258.3860779,-0.69271,0.50206,-0.81055,-1.48706,-0.30849,5.0993,,,,,,,,,,,,,,,,,,0.649463209,0.695790293,0.924762105,2,59.60698905,-122.0845029,181.691492,5679,0.031971844,0.008052157,,-317.5811557,-317.5845338,-0.003378152,-317.484541,-317.487714,-0.003173
JTAGHJPZEDNHHA-UHFFFAOYSA-N,O=C(NCCc1cc(OC)c(OC)cc1)CNc1cc(C(=O)NC)ccc1,Train,-1.845,371.4352,112.375,271.528,-1242.051085,-0.028694,0.28226,0.23279,712.0881958,-0.70554,0.68285,-2.5004,-2.25644,-4.45022,9.0569,,,,,,,,,,,,,,,,,,0.261309494,0.486254859,0.527955753,5,70.8771108,-355.3182839,426.1953947,7764,0.039535156,0.018796161,,-1219.213558,-1219.225947,-0.01238844,-1218.767918,-1218.779172,-0.011254
JTGMTYWYUZDRBK-UHFFFAOYSA-N,Cc1c2c(c(C)c3c1cccc3)cccc2,Train,-6.570001,206.2866,183,161.573,-617.965505,-0.005313,0.24872,0.21909,413.1112061,-0.68647,0.25167,0,-3.4563,0,0.1821,,,,,,,,,,,,,,,,,,0.398467433,0.490566038,0.800665983,10,-39.64050511,-86.33565243,46.69514732,1732,-0.025149825,0.002204452,,-606.6175094,-606.6139895,0.003519947,-606.362859,-606.359403,0.003456
JUHORIMYRDESRB-UHFFFAOYSA-N,N(CCNCc1ccccc1)Cc1ccccc1,Train,-1.206,240.3474,24,222.07,-730.987633,-0.010829,0.30134,0.24122,525.7734985,-0.73093,0.39744,0,-3.70368,-1.46186,0.1416,,,,,,,,,,,,,,,,,,0.420762509,0.631342658,0.67126704,9,-7.846979648,-118.3721313,110.5251517,3619,0.027521438,0.008234873,,-717.5743998,-717.5832109,-0.008811156,-717.231428,-717.242068,-0.01064
JUJWROOIHBZHMG-UHFFFAOYSA-N,n1ccccc1,Train,0.76,79.1012,-42,74.901,-248.240025,-0.005686,0.28026,0.28953,235.5770264,-0.49793,0.26071,0,-0.75911,-0.49793,3.2354,,,,,,,,,,,,,,,,,,0.557692308,0.567741935,0.987179487,2,15.22619721,-70.92042629,86.1466235,2885,0.029860181,0.005760066,,-243.637555,-243.6406635,-0.003108557,-243.563285,-243.566363,-0.003078
JVPGYYNQTPWXGE-UHFFFAOYSA-N,Cc1ccc(c2sc3c(n2)cccc3)cc1,Train,-4.353,225.3076,85.5,144.791,-992.938574,-0.006801,0.25247,0.25156,440.8222351,-0.70633,0.40179,0,-2.73747,-0.07685,1.9941,,,,,,,,,,,,,,,,,,0.322833587,0.524367271,0.620278062,4,-3.447558513,-98.17228984,94.72473133,3357,-0.029244054,0.009621441,,-977.0019311,-977.0024581,-0.000527012,-976.795127,-976.795468,-0.000341
JVSWJIKNEAIKJW-UHFFFAOYSA-N,C(CCCCC)(C)C,Train,-5.08,114.2302,-108.9,109.055,-315.512939,-0.001032,0.3281,0.32763,362.655365,-0.68804,0.23769,0,-4.18372,0,0.1745,,,,,,,,,,,,,,,,,,0.473027344,0.562644122,0.94498382,0,0,0,0,0,0,0,,-309.7829388,-309.7779473,0.004991445,-309.521421,-309.516751,0.00467
